game_info,year,date,away_team,home_team,away_team_runs,away_team_hits,away_team_errors,home_team_runs,home_team_hits,home_team_errors,venue,n_venue,team,latitude,longitude,elevation
MISSOURI VALLEY TOURNAMENT ,2017,6,6,6,6,6,6,6,6,6,6,0,6,0,0,0
MISSOURI VALLEY TOURNAMENT ,2018,8,8,8,8,8,8,8,8,8,8,0,8,0,0,0
MOUNTAIN WEST CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
MOUNTAIN WEST CHAMPIONSHIP ,2016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
MOUNTAIN WEST CHAMPIONSHIP ,2017,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
MOUNTAIN WEST TOURNAMENT,2019,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
MOUNTAIN WEST TOURNAMENT ,2017,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
MOUNTAIN WEST TOURNAMENT ,2018,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
Maryland vs Baylor,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Maryland vs Campbell,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Maryland vs East Carolina,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Memphis vs East Carolina,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Miami (OH) vs West Virginia,2021,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Michigan vs Minnesota,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Missouri State vs Kansas,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Missouri State vs Oklahoma State,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Missouri Valley Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Missouri Valley Championship,2022,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Missouri Valley Tournament,2021,11,11,11,11,11,11,11,11,11,11,0,11,0,0,0
Missouri Valley Tournament,2022,12,12,12,12,12,12,12,12,12,12,0,12,0,0,0
Mountain West Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Mountain West Tournament,2022,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
Music City College Classic,2022,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
NEC CHAMPIONSHIP,2019,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
NEC CHAMPIONSHIP ,2016,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
NEC CHAMPIONSHIP ,2017,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
NEC Championship,2021,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
NEC Championship,2022,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
NEC TOURNAMENT,2019,5,5,5,5,5,5,5,5,5,5,0,2,0,0,0
NEC TOURNAMENT ,2016,5,5,5,5,5,5,5,5,5,5,0,2,0,0,0
NEC TOURNAMENT ,2017,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0
NEC TOURNAMENT ,2018,6,6,6,6,6,6,6,6,6,6,0,3,0,0,0
NEC Tournament,2021,5,5,5,5,5,5,5,5,5,5,0,2,0,0,0
NEC Tournament,2022,6,6,6,6,6,6,6,6,6,6,0,3,0,0,0
Nebraska vs Kansas State,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Nebraska vs Sam Houston,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
New Mexico vs Kansas State,2021,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
North Dakota State vs Long Beach State,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
ODU BASEBALL TOURNAMENT ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
OHIO VALLEY CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
OHIO VALLEY CHAMPIONSHIP ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
OHIO VALLEY TOURNAMENT,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
OHIO VALLEY TOURNAMENT,2019,12,12,12,12,12,12,12,12,12,12,0,12,0,0,0
OHIO VALLEY TOURNAMENT ,2017,4,4,4,4,4,4,4,4,4,4,0,3,0,0,0
OHIO VALLEY TOURNAMENT ,2018,7,7,7,7,7,7,7,7,7,7,0,4,0,0,0
Ohio State vs Michigan,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Ohio Valley Championship,2021,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
Ohio Valley Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Ohio Valley Tournament,2021,5,5,5,5,5,5,5,5,5,5,0,3,0,0,0
Ohio Valley Tournament,2022,9,9,9,9,9,9,9,9,9,9,0,6,0,0,0
Oklahoma State vs Kansas,2021,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Oklahoma vs Oklahoma State,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Oklahoma vs West Virginia,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
PATRIOT LEAGUE CHAMPIONSHIP,2019,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0
PATRIOT LEAGUE CHAMPIONSHIP ,2016,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0
PATRIOT LEAGUE CHAMPIONSHIP ,2017,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
PATRIOT LEAGUE CHAMPIONSHIP ,2018,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
PATRIOT LEAGUE TOURNAMENT,2019,4,4,4,4,4,4,4,4,4,4,0,2,0,0,0
PATRIOT LEAGUE TOURNAMENT ,2016,6,6,6,6,6,6,6,6,6,6,0,3,0,0,0
PATRIOT LEAGUE TOURNAMENT ,2017,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
PATRIOT LEAGUE TOURNAMENT ,2018,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
PATRIOT LEAGUE TOURNAMENT - IF NECESSARY,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
PATRIOT LEAGUE TOURNAMENT - IF NECESSARY ,2018,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
Pac-12 Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Pac-12 Tournament,2022,13,13,13,13,13,13,13,13,13,13,0,13,0,0,0
Patriot League Championship,2021,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
Patriot League Championship,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Patriot League Championship If Necessary,2021,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Patriot League Tournament,2021,6,6,6,6,6,6,6,6,6,6,0,3,0,0,0
Patriot League Tournament,2022,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
Penn State vs VMI,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Prairie View A&M vs Baylor,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Round Rock Classic,2021,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
Round Rock Classic,2022,6,6,6,6,6,6,6,6,6,6,0,6,0,0,0
Rutgers vs Houston Baptist,2022,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0
Rutgers vs Richmond,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Rutgers vs VCU,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SANDERSON FORD COLLEGE BASEBALL CLASSIC,2019,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SANDERSON FORD COLLEGE BASEBALL CLASSIC,2020,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SEC Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SEC TOURNAMENT - 1st ROUND,2018,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC TOURNAMENT - 1st ROUND,2019,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC TOURNAMENT - 2nd ROUND,2019,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC TOURNAMENT - 3rd ROUND,2019,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC TOURNAMENT - 4th ROUND,2019,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SEC TOURNAMENT - SEMIFINAL,2019,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SEC TOURNAMENT - SEMIFINAL ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SEC Tournament - 1st Round,2021,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC Tournament - 1st Round,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
SEC Tournament - 2nd Round,2021,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC Tournament - 2nd Round,2022,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
SEC Tournament - 3rd Round,2021,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC Tournament - 3rd Round,2022,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
SEC Tournament - 4th Round,2021,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SEC Tournament - 4th Round,2022,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SEC Tournament - Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SEC Tournament - Semifinal,2021,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SEC Tournament - Semifinal,2022,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SHRINERS HOSPITALS FOR CHILDREN COLLEGE CLASSIC,2020,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0
SOUTHERN CONF CHAMPIONSHIP,2019,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SOUTHERN CONF TOURNAMENT,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SOUTHERN CONF TOURNAMENT,2019,14,14,14,14,14,14,14,14,14,14,0,13,0,0,0
SOUTHERN CONF TOURNAMENT ,2017,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
SOUTHERN CONF TOURNAMENT ,2018,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
SOUTHLAND CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SOUTHLAND CHAMPIONSHIP ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SOUTHLAND TOURNAMENT,2019,13,13,13,13,13,13,13,13,13,13,0,12,0,0,0
SOUTHLAND TOURNAMENT ,2017,7,7,7,7,7,7,7,7,7,7,0,5,0,0,0
SOUTHLAND TOURNAMENT ,2018,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SUMMIT LEAGUE CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUMMIT LEAGUE CHAMPIONSHIP ,2016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUMMIT LEAGUE CHAMPIONSHIP ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUMMIT LEAGUE CHAMPIONSHIP ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUMMIT LEAGUE TOURNAMENT,2019,5,5,5,5,5,5,5,5,5,5,0,4,0,0,0
SUMMIT LEAGUE TOURNAMENT ,2016,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SUMMIT LEAGUE TOURNAMENT ,2017,4,4,4,4,4,4,4,4,4,4,0,2,0,0,0
SUMMIT LEAGUE TOURNAMENT ,2018,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0
SUN BELT CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUN BELT CHAMPIONSHIP ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SUN BELT TOURNAMENT,2018,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SUN BELT TOURNAMENT,2019,15,15,15,15,15,15,15,15,15,15,0,15,0,0,0
SUN BELT TOURNAMENT ,2016,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
SUN BELT TOURNAMENT ,2017,8,8,8,8,8,8,8,8,8,8,0,8,0,0,0
SUN BELT TOURNAMENT ,2018,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0
SWAC CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SWAC CHAMPIONSHIP ,2016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SWAC CHAMPIONSHIP ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SWAC Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SWAC Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SWAC TOURNAMENT,2019,14,14,14,14,14,14,14,14,14,14,0,11,0,0,0
SWAC TOURNAMENT ,2016,10,10,10,10,10,10,10,10,10,10,0,6,0,0,0
SWAC TOURNAMENT ,2017,4,4,4,4,4,4,4,4,4,4,0,2,0,0,0
SWAC TOURNAMENT ,2018,7,7,7,7,7,7,7,7,7,7,0,4,0,0,0
SWAC Tournament,2021,13,13,13,13,13,13,13,13,13,13,0,7,0,0,0
SWAC Tournament,2022,13,13,13,13,13,13,13,13,13,13,0,9,0,0,0
Sacramento State vs Long Beach State,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Sanderson Ford College Baseball Classic,2022,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0
Shriners Hospitals for Children College Classic,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Shriners Hospitals for Children College Classic,2022,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0
Snowbird Classic,2021,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Snowbird Classic,2022,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
Southern Conf Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Southern Conf Championship,2022,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Southern Conf Tournament,2021,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
Southern Conf Tournament,2022,11,11,11,11,11,11,11,11,11,11,0,11,0,0,0
Southland Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Southland Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Southland Tournament,2021,13,13,13,13,13,13,13,13,13,13,0,13,0,0,0
Southland Tournament,2022,15,15,15,15,15,15,15,15,15,15,0,14,0,0,0
State Farm College Baseball Showdown,2021,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0
State Farm College Baseball Showdown,2022,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0
Stephen F. Austin vs TCU,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Stetson vs Liberty,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Summit League Championship,2021,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0
Summit League Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Summit League Tournament,2021,5,5,5,5,5,5,5,5,5,5,0,4,0,0,0
Summit League Tournament,2022,5,5,5,5,5,5,5,5,5,5,0,3,0,0,0
Sun Belt Championship,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Sun Belt Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Sun Belt Tournament,2021,14,14,14,14,14,14,14,14,14,14,0,14,0,0,0
Sun Belt Tournament,2022,8,8,8,8,8,8,8,8,8,8,0,8,0,0,0
TCU vs Louisiana,2021,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
TCU vs Tarleton State,2021,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
TIDELANDS HEALTH CLASSIC ,2017,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
TONY GWYNN CLASSIC ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
TONY GWYNN CLASSIC ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Tangi Tourism Baseball Classic ,2017,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Tarleton State vs TCU,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Texas Arlington Tournament ,2016,4,4,4,4,4,4,4,4,4,4,0,3,0,0,0
Texas Southern vs TCU,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Texas State vs Baylor,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Texas State vs Sam Houston,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Tony Gwynn Legacy,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
Tulane vs Southern Miss,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
UC Riverside vs UC Irvine,2021,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
UCLA vs Arizona State,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
UConn vs UC San Diego,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
UL Monroe vs TCU,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
USA BASEBALL-IRISH CLASSIC ,2016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
UT Arlington vs Baylor,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Valparaiso vs Indiana State,2021,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WAC CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WAC CHAMPIONSHIP ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WAC Championship,2021,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
WAC Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WAC TOURNAMENT,2019,10,10,10,10,10,10,10,10,10,10,0,9,0,0,0
WAC TOURNAMENT ,2017,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
WAC TOURNAMENT ,2018,6,6,6,6,6,6,6,6,6,6,0,5,0,0,0
WAC Tournament,2021,9,9,9,9,9,9,9,9,9,9,0,5,0,0,0
WAC Tournament,2022,13,13,13,13,13,13,13,13,13,13,0,11,0,0,0
WCC CHAMPIONSHIP,2019,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WCC CHAMPIONSHIP ,2016,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WCC CHAMPIONSHIP ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WCC CHAMPIONSHIP ,2018,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WCC Championship,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
WCC TOURNAMENT,2019,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
WCC TOURNAMENT ,2016,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0
WCC TOURNAMENT ,2017,6,6,6,6,6,6,6,6,6,6,0,6,0,0,0
WCC TOURNAMENT ,2018,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0
WCC Tournament,2022,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0
WHATABURGER CLASSIC ,2017,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Washington State vs Hawai'i,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Washington State vs Tarleton,2022,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
West Virginia vs Charlotte,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
West Virginia vs Coastal Carolina,2022,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Will resume on 3/29,2021,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0
Winthrop vs Liberty,2022,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0
